"symbol","name","exchange","cik"
"TONE","TIERONE CORP","NASDAQ","0001170605"
"TIII","TII NTWRKS TECHS","NASDAQ","0000277928"
"TSBK","TIMBERLAND BNCP ORD","NASDAQ","0001046050"
"TWTC","TIME WARNER TLC ORD","NASDAQ","0001057758"
"TIVO","TIVO ORD","NASDAQ","0001088825"
"TLCV","TLC VISION ORD","NASDAQ","0001010610"
"TLGD","TOLLGRADE COMM ORD","NASDAQ","0001002531"
"TOMO","TOM ONLINE DEPOSITORY RECEIPTS","NASDAQ","0001263288"
"TISA","TOP IMAGE SYS","NASDAQ","0001021991"
"TOPT","TOP TANKERS ORD","NASDAQ","0001296484"
"TOPP","TOPPS ORD","NASDAQ","0000812076"
"TORM","TOR MINERALS","NASDAQ","0000842295"
"TRGL","TOREADOR RESCS ORD","NASDAQ","0000098720"
"TPTX","TORREYPINES THERAPEUTICS ORD","NASDAQ","0001070698"
"TOFC","TOWER FINL ORD","NASDAQ","0001072847"
"TWGP","TOWER GROUP ORD","NASDAQ","0001289592"
"TSEM","TOWER SEMICOND ORD","NASDAQ","0000928876"
"CLUB","TOWN SPORTS INTERNATIONAL ORD","NASDAQ","0001281774"
"TRAC","TRACK DATA ORD","NASDAQ","0000922811"
"TSCO","TRACTOR SUPPLY ORD","NASDAQ","0000916365"
"TRAD","TRADESTATION GRP ORD","NASDAQ","0001111559"
"TRFX","TRAFFIX ORD","NASDAQ","0001000297"
"TRBR","TRAILER BRIDGE ORD","NASDAQ","0001039184"
"TSAI","TRANS SYS ARCH A ORD","NASDAQ","0000935036"
"TWMC","TRANS WORLD ENT ORD","NASDAQ","0000795212"
"TACT","TRANSACT TECH ORD","NASDAQ","0001017303"
"TRNS","TRANSCAT INC","NASDAQ","0000099302"
"TRCR","TRANSCEND SERV","NASDAQ","0000858452"
"TMTA","TRANSMETA ORD","NASDAQ","0001001193"
"TXCC","TRANSWITCH ORD","NASDAQ","0000944739"
"TZOO","TRAVELZOO ORD","NASDAQ","0001133311"
"TMIC","TREND MICRO INC","NASDAQ","0001089463"
"TRIS","TRI-S SECURITY ORD","NASDAQ","1304901"
"TGIC","TRIAD GUARANTY ORD","NASDAQ","0000911631"
"TCAP","TRIANGLE CAPITAL ORD","NASDAQ","1379785"
"TCBK","TRICO BANCSHRS","NASDAQ","0000356171"
"TRMA","TRICO MARINE ORD","NASDAQ","0000921549"
"TRID","TRIDENT MICROSYS ORD","NASDAQ","0000859475"
"TRMB","TRIMBLE NAVIGAT ORD","NASDAQ","0000864749"
"TRMS","TRIMERIS ORD","NASDAQ","0000911326"
"TRIB","TRINITY BIO","NASDAQ","0000888721"
"TTPA","TRINTECH GROUP ADR","NASDAQ","0001094316"
"TCMI","TRIPLE CROWN MED ORD","NASDAQ","0001333291"
"TRPS","TRIPOS ORD","NASDAQ","0000920691"
"TQNT","TRIQUINT SEMI ORD","NASDAQ","0000913885"
"TRMM","TRM","NASDAQ","0000749254"
"TRBN","TRUBION PHARMACEUTICALS ORD","NASDAQ","0001298521"
"TRLG","TRUE RELIGION ORD","NASDAQ","0001160858"
"TRMP","TRUMP ENTERTAIN ORD","NASDAQ","0000943320"
"TRST","TRUSTCO BANK","NASDAQ","0001224893"
"TRMK","TRUSTMARK CP","NASDAQ","0001177853"
"TRXI","TRX ORD","NASDAQ","0001103025"
"TSRI","TSR ORD","NASDAQ","0000098338"
"TTIL","TTI TEAM TELECOM ORD","NASDAQ","0001026266"
"TTMI","TTM TECHNOLOGIES ORD","NASDAQ","0001116942"
"TUES","TUESDAY MORNING ORD","NASDAQ","0000878726"
"TFCO","TUFCO TECH ORD","NASDAQ","0000895329"
"TMWD","TUMBLEWEED COMMS ORD","NASDAQ","0001022509"
"OVEN","TURBOCHEF TECH ORD","NASDAQ","0000916545"
"TVIN","TVI CORP NEW ORD","NASDAQ","0000352079"
"TVIA","TVIA ORD","NASDAQ","0001109279"
"TWTR","TWEETER HOME ENT ORD","NASDAQ","0001060390"
"TWIN","TWIN DISC ORD","NASDAQ","0000100378"
"PRTS","U S AUTO PARTS NETWORK ORD","NASDAQ","0001378950"
"USEG","U.S. ENERGY CP","NASDAQ","0000101594"
"UAUA","UAL ORD","NASDAQ","0000100517"
"UAPH","UAP HOLDING ORD","NASDAQ","0001279529"
"UCBH","UCBH HOLDINGS ORD","NASDAQ","0001061580"
"UFPT","UFP TECH INC","NASDAQ","0000914156"
"ULTI","ULTIMATE SOFTWR ORD","NASDAQ","0001016125"
"UCTT","ULTRA CLEAN HLD ORD","NASDAQ","1275014"
"ULBI","ULTRALIFE BATTER ORD","NASDAQ","0000875657"
"ULTR","ULTRAPETROL","NASDAQ","0001062781"
"UTEK","ULTRATECH ORD","NASDAQ","0000909791"
"UMBF","UMB FINL CO","NASDAQ","0000101382"
"UMPQ","UMPQUA HLDGS ORD","NASDAQ","0001077771"
"UNCA","UNICA ORD","NASDAQ","1138804"
"UNAM","UNICO AMERICAN ORD","NASDAQ","0000100716"
"UBSH","UNION BANKSHARE","NASDAQ","0000706863"
"UDRL","UNION DRILLING ORD","NASDAQ","0001133260"
"INDM","UNITED AMER IN ORD","NASDAQ","0001263813"
"UBOH","UNITED BANCSHRS ORD","NASDAQ","0001087456"
"UBSI","UNITED BKSHS ORD","NASDAQ","0000729986"
"UCBA","UNITED COMM BAN","NASDAQ","1344970"
"UBNK","UNITED FINANCIAL ORD","NASDAQ","0001319572"
"UHCP","UNITED HERITAGE ORD","NASDAQ","0001230299"
"UNTD","UNITED ONLINE ORD","NASDAQ","0001142701"
"URGI","UNITED RETAIL ORD","NASDAQ","0000881905"
"USTR","UNITED STATIONER ORD","NASDAQ","0000355999"
"UWBK","UNITED WESTERN BANCORP ORD","NASDAQ","0000944725"
"UNTY","UNITY BANCORP ORDINARY","NASDAQ","0001035976"
"UHCO","UNIV AMER FINCL ORD","NASDAQ","0000709878"
"PANL","UNIV DISPLAY ORD","NASDAQ","0001005284"
"UEIC","UNIV ELECTRONIC","NASDAQ","0000101984"
"UCLP","UNIVERSAL COMPRESSION PARTNERS ORD","NASDAQ","0001367064"
"UFPI","UNIVERSAL FOREST ORD","NASDAQ","0000912767"
"UACL","UNIVERSAL TRUCK ORD","NASDAQ","0001308208"
"UNIB","UNIVERSITY BNCP","NASDAQ","0000811211"
"UVSP","UNIVEST CORP PA","NASDAQ","0000102212"
"USAP","UNIVRSL STNLSS ORD","NASDAQ","0000931584"
"URRE","URANIUM RESOURCES ORD","NASDAQ","0000839470"
"URBN","URBAN OUTFITTERS ORD","NASDAQ","0000912615"
"ULGX","UROLOGIX ORD","NASDAQ","0000356591"
"USBE","US BIOENERGY ORD","NASDAQ","0001332341"
"RMIX","US CONCRETE ORD","NASDAQ","0001073429"
"USEY","US ENERGY SYSTEM ORD","NASDAQ","0000351917"
"GROW","US GLOBAL INV A ORD","NASDAQ","0000101507"
"USHS","US HOME SYSTEMS","NASDAQ","0000844789"
"USLM","US LINE AND MIN ORD","NASDAQ","0000082020"
"USPH","US PHYS THERAPY","NASDAQ","0000885978"
"XPRSA","US XPRESS ENT A ORD","NASDAQ","0000923571"
"USMO","USA MOBILITY ORD","NASDAQ","0001289945"
"USAT","USA TECHNOLOGIES ORD","NASDAQ","0000896429"
"USAK","USA TRUCK INC","NASDAQ","0000883945"
"USNA","USANA HLTH SCI ORD","NASDAQ","0000896264"
"USIH","USI HOLDINGS ORD","NASDAQ","0001102643"
"UTMD","UTAH MED PROD ORD","NASDAQ","0000706698"
"UAHC","UTD AMER HEALTH","NASDAQ","0000867963"
"UBCP","UTD BANCORP INC","NASDAQ","0000731653"
"UCBI","UTD CMNTY BKS","NASDAQ","0000857855"
"UCFC","UTD COMMUN FINL","NASDAQ","0000707886"
"UFCS","UTD FIRE CASLTY","NASDAQ","0000101199"
"UNFI","UTD NATURAL FDS ORD","NASDAQ","0001020859"
"UPFC","UTD PANAM FINL ORD","NASDAQ","0001049231"
"USBI","UTD SEC BNCSHRS","NASDAQ","0000717806"
"UBFO","UTD SEC BNCSHS","NASDAQ","0001137547"
"USPI","UTD SURGICAL PT ORD","NASDAQ","0001101723"
"UTHR","UTD THERAPEUT ORD","NASDAQ","0001082554"
"UTIW","UTI WORLDWIDE ORD","NASDAQ","0001124827"
"UTSI","UTSTARCOM ORD","NASDAQ","0001030471"
"VCBI","VA COMMERCE BNC","NASDAQ","0001099305"
"LNUX","VA SFTWRE CORP ORD","NASDAQ","0001096199"
"VLNC","VALENCE TECH","NASDAQ","0000885551"
"VLTS","VALENTIS INC","NASDAQ","0000932352"
"VLRX","VALERA PHARMACEUTICALS ORD","NASDAQ","0001305409"
"VYFC","VALLEY FINANCIAL ORD","NASDAQ","0000921590"
"SURG","VALLEY FORGE ORD","NASDAQ","836429"
"VALU","VALUE LINE ORD","NASDAQ","0000102756"
"VCLK","VALUECLICK ORD","NASDAQ","0001080034"
"VVTV","VALUEVIS MEDIA A ORD","NASDAQ","0000870826"
"VNDA","VANDA PHARMACEUTICALS ORD","NASDAQ","0001347178"
"VARI","VARIAN ORD","NASDAQ","0001079023"
"VSEA","VARIAN SEMI ORD","NASDAQ","0001079023"
"VSTY","VARSITY GROUP ORD","NASDAQ","0001069502"
"VDSI","VASCO DATA SECU ORD","NASDAQ","0001044777"
"VASC","VASCULAR SOLU ORD","NASDAQ","0001030206"
"VSGND","VASOGEN ORD","NASDAQ","0001042018"
"WOOF","VCA ANTECH ORD","NASDAQ","0000817366"
"VECO","VEECO INSTRUM ORD","NASDAQ","0000103145"
"VELC","VELCRO INDS NV ORD","NASDAQ","0000802100"
"VEXP","VELOCITY EXPRES ORD","NASDAQ","0001002902"
"VMSI","VENTANA MED SYS ORD","NASDAQ","0000893160"
"VTIV","VENTIV HEALTH ORD","NASDAQ","0001089473"
"VRAZ","VERAZ NETWORKS ORD","NASDAQ","0001366649"
"CHIP","VERICHIP ORD","NASDAQ","0001347022"
"VRGY","VERIGY ORD","NASDAQ","0001352341"
"VRSN","VERISIGN ORD","NASDAQ","0001014473"
"VNLS","VERNALIS ADR","NASDAQ","0000851616"
"VSNT","VERSANT ORD","NASDAQ","0001268786"
"VRSO","VERSO TECH","NASDAQ","0000797448"
"VRTX","VERTEX PHARM ORD","NASDAQ","0000875320"
"VERT","VERTICALNET INC","NASDAQ","0001043946"
"VTRU","VERTRUE ORD","NASDAQ","0001020996"
"VRTB","VESTIN REALTY II","NASDAQ","1327603"
"VRTA","VESTIN REALTY MORTGAGE ORD","NASDAQ","1328300"
"VIAC","VIACELL ORD","NASDAQ","0001114529"
"VSAT","VIASAT ORD","NASDAQ","0000797721"
"VICL","VICAL ORD","NASDAQ","0000819050"
"VICR","VICOR ORD","NASDAQ","0001015031"
"VIDE","VIDEO DISPLAY ORD","NASDAQ","0000758743"
"VPFG","VIEWPOINT FINANCIAL ORD","NASDAQ","0001356628"
"VWPT","VIEWPOINT ORD","NASDAQ","0001099061"
"VIGN","VIGNETTE ORD","NASDAQ","0001042185"
"VBFC","VILLAGE BK & TST ORD","NASDAQ","1290476"
"VLGEA","VILLAGE SUPERMKT A ORD","NASDAQ","0000103595"
"VIMC","VIMICRO INTERNATIONAL ADR","NASDAQ","0001341088"
"VNBC","VINEYRD NT BCRP","NASDAQ","0000840256"
"VION","VION PHARMACEUT","NASDAQ","0000944522"
"VIRL","VIRAGE LOGIC ORD","NASDAQ","0001050776"
"VMED","VIRGIN MEDIA ORD","NASDAQ","1270400"
"VFGI","VIRGINIA FINL","NASDAQ","0001036070"
"VPHM","VIROPHARMA ORD","NASDAQ","0000946840"
"VSCP","VIRTUALSCOPICS","NASDAQ","1307752"
"VRYA","VIRYANET ORD","NASDAQ","0001119744"
"EICU","VISICU ORD","NASDAQ","0001166463"
"VSCI","VISION-SCI INC","NASDAQ","0000894237"
"VSTA","VISTACARE ORD","NASDAQ","0000787030"
"VPRT","VISTAPRINT ORD","NASDAQ","0001262976"
"VTAL","VITAL IMAGES ORD","NASDAQ","0000912888"
"VITL","VITAL SIGNS","NASDAQ","0000865846"
"VTNC","VITRAN ORD","NASDAQ","0000946823"
"VVUS","VIVUS ORD","NASDAQ","0000881524"
"VNUS","VNUS MEDICAL TCH","NASDAQ","0001040666"
"VOCL","VOCALTEC COMMS","NASDAQ","0001005699"
"VOCS","VOCUS ORD","NASDAQ","0001329919"
"VOLC","VOLCANO ORD","NASDAQ","0001354217"
"VLCM","VOLCOM ORD","NASDAQ","0001324570"
"VLTR","VOLTERRA SEMI ORD","NASDAQ","0001050550"
"VOLV","VOLVO B ADR","NASDAQ","0000753762"
"VOXW","VOXWARE ORD","NASDAQ","0000933454"
"VSBN","VSB BANCORP ORD","NASDAQ","0001225874"
"VSEC","VSE ORD","NASDAQ","0000102752"
"VYYO","VYYO INC","NASDAQ","0001104730"
"WBPRM","W HOLDING PR D","NASDAQ","1084887"
"WBPRK","W HOLDING PREFERENCE","NASDAQ","1084887"
"WBPRJ","W HOLDING VOTING PRF","NASDAQ","1084887"
"WBNK","WACCAMAW BKSHS ORD","NASDAQ","0001144686"
"WACLY","WACOAL HOLDINGS","NASDAQ","0000104040"
"WAIN","WAINWRIGHT BANK ORD","NASDAQ","1281090"
"WRNC","WARNACO ORD","NASDAQ","0000801351"
"WCRX","WARNER CHILCOTT CL A ORD","NASDAQ","0001323854"
"WRES","WARREN RESOURCES ORD","NASDAQ","0000892986"
"WWVY","WARWICK VALLEY TELEPHONE ORD","NASDAQ","0000104777"
"WASH","WASH TR BNCP","NASDAQ","0001079736"
"WFSL","WASHING FEDERAL ORD","NASDAQ","0000936528"
"WBCO","WASHINGTON BNKG","NASDAQ","0001058690"
"WWIN","WASTE IND USA ORD","NASDAQ","0001125845"
"WSII","WASTE SERVICES","NASDAQ","0001065736"
"WSCC","WATERSIDE CAP","NASDAQ","0000924095"
"WAUW","WAUWATOSA HLDGS ORD","NASDAQ","0001329517"
"WAVX","WAVE SYSTEMS A ORD","NASDAQ","0000919013"
"WVCM","WAVECOM ADR","NASDAQ","0001085763"
"WAYN","WAYNE SVGS BNCSH ORD","NASDAQ","0001036030"
"WSTG","WAYSIDE TECHNOLOGY GROUP ORD","NASDAQ","0000945983"
"WCAA","WCA WASTE","NASDAQ","0001282398"
"WDFC","WD-40 CO","NASDAQ","0000105132"
"WWWW","WEB COM ORD","NASDAQ","0000854460"
"WEBX","WEBEX COMMS ORD","NASDAQ","0001109935"
"WBMD","WEBMD HEALTH A ORD","NASDAQ","0001326583"
"WEBM","WEBMETHODS ORD","NASDAQ","0001035096"
"WBSN","WEBSENSE ORD","NASDAQ","0001098277"
"WSSI","WEBSIDESTORY ORD","NASDAQ","1091158"
"WSPI","WEBSITE PROS","NASDAQ","0001095291"
"WZEN","WEBZEN DEPOSITORY RECEIPT","NASDAQ","0001266467"
"WGNR","WEGENER ORD","NASDAQ","0001353288"
"WERN","WERNER ENTER ORD","NASDAQ","0000793074"
"WSBC","WESBANCO","NASDAQ","0000203596"
"WTBA","WEST BANCORP ORD","NASDAQ","0001042064"
"WCBO","WEST COAST BNCP","NASDAQ","0000717059"
"WMAR","WEST MARINE ORD","NASDAQ","0000912833"
"WSTF","WESTAFF ORD","NASDAQ","0000931911"
"WEDX","WESTAIM ORD","NASDAQ","0001108828"
"WABC","WESTAMERICA BANC ORD","NASDAQ","0000311094"
"WSTL","WESTELL TECH A","NASDAQ","0001002135"
"WTSLA","WET SEAL A ORD","NASDAQ","0000863456"
"WEYS","WEYCO ORD","NASDAQ","0000106532"
"WGNB","WGNB CORP","NASDAQ","0001115568"
"WPSC","WHEELING PITTSBURGH ORD","NASDAQ","0000941738"
"WEDC","WHITE ELECTRONIC ORD","NASDAQ","0000013606"
"WTNY","WHITNEY HOLDING ORD","NASDAQ","0000106926"
"WFMI","WHOLE FOODS ORD","NASDAQ","0000865436"
"OATS","WILD OATS MKT ORD","NASDAQ","0000909990"
"WVVI","WILLAMETTE VAL ORD","NASDAQ","0000838875"
"WLDN","WILLDAN GROUP","NASDAQ","0001370450"
"WMCO","WILLIAMS CONTROLS ORD","NASDAQ","0000854860"
"WMSI","WILLIAMS INDUSTRIES ORD","NASDAQ","0000107294"
"WLSC","WILLIAMS SCOTS ORD","NASDAQ","0000923144"
"WFBC","WILLOW FINCL","NASDAQ","1163428"
"WLFC","WILLS LEASE FINANCE ORD","NASDAQ","0001018164"
"WIBC","WILSHIRE BANCORP ORD","NASDAQ","0001285224"
"WLSN","WILSONS LEATHER ORD","NASDAQ","0001016607"
"WIND","WIND RIVER SYS ORD","NASDAQ","0000833829"
"WINA","WINMARK ORD","NASDAQ","0000908315"
"WINN","WINN-DIXIE STORES ORD","NASDAQ","0000107681"
"WTFC","WINTRUST FINCL","NASDAQ","0001015328"
"WFII","WIRELESS FAC ORD","NASDAQ","0001069258"
"RNIN","WIRELESS RONIN TECHNOLOGIES ORD","NASDAQ","1356093"
"WITS","WITNESS SYS ORD","NASDAQ","0001097338"
"WJCI","WJ COMMUNICATIONS ORD","NASDAQ","0000105006"
"WGOV","WOODWARD GOVERN","NASDAQ","0000108312"
"WSTM","WORKSTREAM","NASDAQ","0001095266"
"WRLD","WORLD CONTAINER ORD","NASDAQ","0000108385"
"WHRT","WORLD HEART ORD","NASDAQ","0001024520"
"WGAT","WORLDGATE COMMUNICATIONS ORD","NASDAQ","0001030058"
"WRSP","WORLDSPACE A ORD","NASDAQ","0001315054"
"WPCS","WPCS INTL ORD","NASDAQ","1086745"
"WPPGY","WPP GROUP DEPOSITORY RECEIPT","NASDAQ","806968"
"WPTE","WPT ENTERPRISE ORD","NASDAQ","0001283843"
"WMGI","WRIGHT MEDICAL ORD","NASDAQ","0001137861"
"WSFG","WSB FINANCIAL GROUP ORD","NASDAQ","0001372791"
"WSFS","WSFS FINANCIAL","NASDAQ","0000828944"
"WSCI","WSI INDUSTRIES","NASDAQ","0000104897"
"WVFC","WVS FINANCIAL ORD","NASDAQ","0000910679"
"WYNN","WYNN RESORTS ORD","NASDAQ","0001174922"
"XRIT","X RITE ORD","NASDAQ","0000790818"
"XATA","XATA ORD","NASDAQ","0000854398"
"XNPT","XENOPORT ORD","NASDAQ","0001130591"
"XETA","XETA TECH ORD","NASDAQ","0000742550"
"XLNX","XILINX ORD","NASDAQ","0000743988"
"XFML","XINHUA FINANCE MEDIA ADR","NASDAQ","0001389476"
"XMSR","XM SATELLITE ORD","NASDAQ","0001091530"
"XOMA","XOMA ORD","NASDAQ","0001074404"
"XTNT","XTENT ORD","NASDAQ","0001212235"
"XTLB","XTL BIOPHARM DEPOSITORY RECEIPT","NASDAQ","0001023549"
"XRTX","XYRATEX","NASDAQ","0001284823"
"YAVY","YADKIN VALLY FIN","NASDAQ","0001013266"
"YHOO","YAHOO ORD","NASDAQ","0001011006"
"YANB","YARDVILLE NATL","NASDAQ","0000787849"
"YORW","YORK WATER CO","NASDAQ","0000108985"
"UBET","YOUBET.COM INC","NASDAQ","0000814055"
"YBTVA","YOUNG BROADCAST A ORD","NASDAQ","0000929144"
"YDNT","YOUNG INNOVAT","NASDAQ","0000949874"
"YRCW","YRC WORLDWIDE ORD","NASDAQ","0000716006"
"YTEC","YUCHENG TECHNOLOGIES ORD","NASDAQ","1356462"
"ZANE","ZANETT INC","NASDAQ","0001133872"
"ZRBA","ZAREBA SYSTEMS ORD","NASDAQ","104987"
"ZBRA","ZEBRA TECHS ORD","NASDAQ","0000877212"
"ZHNE","ZHONE TECH ORD","NASDAQ","0001101680"
"ZICA","ZI ORD","NASDAQ","0001002106"
"ZILA","ZILA ORD","NASDAQ","0001176169"
"ZILG","ZILOG ORD","NASDAQ","0000319450"
"ZION","ZIONS ORD","NASDAQ","0000109380"
"ZIOP","ZIOPHARM ONCOLGY ORD","NASDAQ","1107421"
"ZIPR","ZIPREALTY ORD","NASDAQ","0001142512"
"ZIXI","ZIX ORD","NASDAQ","0000855612"
"ZOLL","ZOLL MEDICAL ORD","NASDAQ","0000887568"
"ZOLT","ZOLTEK COS ORD","NASDAQ","0000890923"
"ZONS","ZONES INC ORD","NASDAQ","0001013786"
"ZOOM","ZOOM TECHNOLOGIES ORD","NASDAQ","0000822708"
"ZRAN","ZORAN CORP ORD","NASDAQ","0001003022"
"ZUMZ","ZUMIEZ ORD","NASDAQ","0001318008"
"ZIGO","ZYGO ORD","NASDAQ","0000730716"
"ZGEN","ZYMOGENETICS ORD","NASDAQ","0001129425"
"TW","21ST CENTURY INS","NYSE","0000100331"
"MMM","3M ORD","NYSE","0000066740"
"KDE","4 KIDS ENTERTAIN","NYSE","0000058592"
"CFD","40/86 STG INC FD","NYSE","1062978"
"NDN","99 CENTS STORES","NYSE","0001011290"
"AOS","A O SMITH ORD","NYSE","0000091142"
"GFZ","AAG HLD CMP INC","NYSE","1023286"
"GFW","AAG HOLDING SNR","NYSE","1023286"
"AIR","AAR ORD","NYSE","0001011996"
"RNT","AARON RENTS","NYSE","0000706688"
"RNT.A","AARON RENTS ORDI","NYSE","706688"
"ABB","ABB LTD ADR","NYSE","0001091587"
"ABT","ABBOTT LABS ORD","NYSE","0000001800"
"ANF","ABERCROMBIE A OR","NYSE","0001018840"
"ABY","ABITIBI CONSOL O","NYSE","0001039778"
"ABM","ABM INDUSTRIES O","NYSE","0000771497"
"ABN","ABN AMRO ADR","NYSE","0001038727"
"ACA","ACA CAPITAL HOLD","NYSE","0001304623"
"AKR","ACADIA REALTY OR","NYSE","0000899629"
"ACN","ACCENTURE A ORD","NYSE","0001134538"
"ABD","ACCO BRANDS ORD","NYSE","0000712034"
"ACW","ACCURIDE ORD","NYSE","0000817979"
"ACE","ACE ORD","NYSE","0001001111"
"ADF","ACM MANAGED","NYSE","910524"
"AMF","ACM MANAGED INCM","NYSE","838133"
"AMU","ACM MUNI SEC","NYSE","897513"
"ATU","ACTUANT CORP ORD","NYSE","0000006955"
"AYI","ACUITY BRANDS OR","NYSE","0001144215"
"ADX","ADAMS EXPRESS CO","NYSE","0000002230"
"ADO","ADECCO SA","NYSE","0000931496"
"KAR","ADESA ORD","NYSE","0001281949"
"PVD","ADMIN DE FONDOS","NYSE","0000931588"
"ASF","ADMINISTAFF ORD","NYSE","0001000753"
"AMD","ADV MICRO DEV OR","NYSE","0000002488"
"ASX","ADV SEMICOND ENG","NYSE","0001122411"
"LCM","ADV/CLY ENH GR","NYSE","1278460"
"AEA","ADVANCE AMERICA","NYSE","0001299704"
"AAP","ADVANCE AUTO ORD","NYSE","0001158449"
"AAV","ADVANTAGE ENERGY","NYSE","0001259995"
"ATE","ADVANTEST ADR","NYSE","0001158838"
"AVK","ADVENT CLYMRE","NYSE","1219120"
"EYE","ADVNCD MED OPT O","NYSE","0001168335"
"ANW","AEGEAN MARINE PE","NYSE","0001344376"
"AEB","AEGON 5.29964% F","NYSE","769218"
"AEH","AEGON 6.375% SEC","NYSE","769218"
"AED","AEGON 6.50% SEC","NYSE","769218"
"AEV","AEGON 6.875% PER","NYSE","769218"
"AEG","AEGON ADR","NYSE","0000769218"
"AER","AERCAP HOLDINGS","NYSE","0001043324"
"ARO","AEROPOSTALE ORD","NYSE","0001168213"
"AES","AES ORD","NYSE","0001109753"
"AET","AETNA ORD","NYSE","0001122304"
"AMG","AFFIL MANAGER GP","NYSE","0001004434"
"ACS","AFFL COMPUTER OR","NYSE","0000002135"
"ARC","AFFORDABLE RES O","NYSE","0001265131"
"AFL","AFLAC ORD","NYSE","0000004977"
"AGE","AG EDWARDS ORD","NYSE","0000718482"
"AG","AGCO ORD","NYSE","0000880266"
"A","AGILENT TECH ORD","NYSE","0001057436"
"ATG","AGL RESOURCES OR","NYSE","0001004155"
"AEM","AGNICO EAGLE ORD","NYSE","0000002809"
"ADC","AGREE REALTY ORD","NYSE","0000917251"
"AGU","AGRIUM ORD","NYSE","0000943003"
"AHO","AHOLD ADR","NYSE","0001012854"
"AKH","AIR FRANCE-KLM A","NYSE","0001110452"
"APD","AIR PRODS & CHEM","NYSE","0000002969"
"AYR","AIRCASTLE ORD","NYSE","0001362988"
"ARG","AIRGAS ORD","NYSE","0001158045"
"AAI","AIRTRAN HLDGS OR","NYSE","0000948846"
"AKS","AK STEEL ORD","NYSE","0000918160"
"ALF","ALABAMA POWER","NYSE","0000003153"
"ALQ","ALABAMA POWER SR","NYSE","0001199466"
"ABA","ALABAMA PW6.375%","NYSE","1226283"
"ALZ","ALABAMA PWR NT","NYSE","0000003153"
"ALG","ALAMO GROUP ORD","NYSE","0000897077"
"ALK","ALASKA AIRLINES","NYSE","0000003202"
"AIN","ALBANY INTL ORD","NYSE","0000003303"
"ALB","ALBEMARLE ORD","NYSE","0000915913"
"ACV","ALBERTO CULVER O","NYSE","0001368457"
"AL","ALCAN ORD","NYSE","0000004285"
"ALU","ALCATEL LUCENT A","NYSE","0000886125"
"AA","ALCOA ORD","NYSE","0000004281"
"ACL","ALCON ORD","NYSE","0001065659"
"AFN","ALESCO FINANCIAL","NYSE","0001270436"
"ALX","ALEXANDERS ORD","NYSE","0001040765"
"ARE","ALEXANDRIA RE EQ","NYSE","0001035443"
"AWG","ALIANCE WRLD DLR","NYSE","890881"
"Y","ALLEGHANY ORD","NYSE","0000775368"
"AYE","ALLEGHENY ENERGY","NYSE","0000003673"
"ATI","ALLEGHENY TECH O","NYSE","0001018963"
"AGN","ALLERGAN ORD","NYSE","0000850693"
"ALE","ALLETE ORD","NYSE","0000066756"
"AMO","ALLI ALL MKT ADV","NYSE","928609"
"AKP","ALLIANCE CA FD","NYSE","1162028"
"ADS","ALLIANCE DATA OR","NYSE","0001101215"
"AIQ","ALLIANCE IMAGING","NYSE","0000817135"
"AFB","ALLIANCE NATL FD","NYSE","1162027"
"AYN","ALLIANCE NY FD","NYSE","1162030"
"AOI","ALLIANCE ONE INT","NYSE","0000939930"
"AWF","ALLIANCEBERNSTEI","NYSE","0000890881"
"AB","ALLIANCEBERNSTEI","NYSE","0000801558"
"ACG","ALLIANCEBERNSTEI","NYSE","0000816754"
"LNT","ALLIANT ENERGY O","NYSE","0000107832"
"ATK","ALLIANT TECHSYS","NYSE","0000866121"
"AZ","ALLIANZ ADR","NYSE","0001127508"
"ALD","ALLIED CAPITAL O","NYSE","0001062578"
"AFC","ALLIED CPTL CORP","NYSE","944695"
"AIB","ALLIED IRISH BK","NYSE","0000850364"
"AW","ALLIED WASTE IND","NYSE","0000848865"
"AWH","ALLIED WORLD ASS","NYSE","0001163348"
"ALY","ALLIS CHALMERS E","NYSE","0000003982"
"ALL","ALLSTATE ORD","NYSE","0001005913"
"AT","ALLTEL ORD","NYSE","0000065873"
"ALJ","ALON USA ENERGY","NYSE","0001325955"
"ANR","ALPHA NTRL RESC","NYSE","0001310243"
"ALO","ALPHARMA ORDINAR","NYSE","0000730469"
"AGD","ALPINE GLBL FND","NYSE","0001006030"
"AWP","ALPINE GLOBAL PR","NYSE","1390195"
"AOD","ALPINE TOTAL DYN","NYSE","1379400"
"AAA","ALTANA AG","NYSE","0001173310"
"MO","ALTRIA GROUP ORD","NYSE","0000764180"
"AWC","ALUMINA LTD","NYSE","0000857071"
"ACH","ALUMINUM CHINA A","NYSE","0001161611"
"AEP","AM ELEC POWER OR","NYSE","0000004904"
"AWR","AM STATES WATER","NYSE","0001056903"
"AMB","AMB PROPERTY ORD","NYSE","0001045609"
"AKT","AMBAC 5.875% DB","NYSE","874501"
"AKF","AMBAC FINL 5.95%","NYSE","1269414"
"ABK","AMBAC FINL GRP O","NYSE","0000874501"
"ACO","AMCOL INTL ORD","NYSE","0000813621"
"DOX","AMDOCS ORD","NYSE","0001062579"
"AXL","AMER AXLE & MANU","NYSE","0001062231"
"ACC","AMER CMPS COMM O","NYSE","0001283630"
"AEL","AMER EQUTY INVST","NYSE","0001039828"
"AHM","AMER HOME MTG OR","NYSE","0001256536"
