"name","symbol","CIK"
"SPATIALIGHT","HDTV",NULL
"SPECTRALINK","SLNK",NULL
"SPECTRANETICS","SPNC",NULL
"SPECTRUM CONTROL","SPEC",NULL
"SPECTRUM PHARMS","SPPI",NULL
"SPECTRUM SIGNAL","SSPI",NULL
"SPECTRX","SPRX",NULL
"SPEECHWRKS INTL","SPWX",NULL
"SPEEDUS","SPDE","0001002520"
"SPEIZMAN INDS","SPZN",NULL
"SPHERIC INC","SPEX","0000012239"
"SPIRE","SPIR",NULL
"SPORT CHALET","SPCH",NULL
"SPORT HALEY","SPOR",NULL
"SPORTS RES INTL","SPRI",NULL
"SPORTSLINE COM","SPLN",NULL
"SPORTSMANS GUIDE","SGDE",NULL
"SPSS","SPSS",NULL
"SRI SURGICAL EXPRESS","STRC","0001014041"
"SRS LABS","SRSL",NULL
"SS & C TECH","SSNC",NULL
"SSP SOLUTIONS","SSPX",NULL
"ST ASSEMBLY TEST ADR","STTS",NULL
"ST FRANCIS CAP","STFR",NULL
"STAAR SURGICAL","STAA",NULL
"STAGE STORES","STGS",NULL
"STAKE TECHNOLOGY","STKL",NULL
"STAMPS COM","STMP","0001082923"
"STANDARD MGMT","SMAN",NULL
"STANDARD MICRO","SMSC",NULL
"STANLEY FURNITUR","STLY",NULL
"STAPLES","SPLS",NULL
"STAR BUFFET","STRZ",NULL
"STAR SCIENTIFIC","STSI",NULL
"STARBASE","SBAS",NULL
"STARBUCKS","SBUX",NULL
"STARCRAFT","STCR",NULL
"STARTECH ENVIR","STHK",NULL
"STATE AUTO","STFC",NULL
"STATE FIN SVCS","SFSW",NULL
"STATEFED FIN","SFFC",NULL
"STEEL DYNAMICS","STLD","0001022671"
"STEEL TECHS","STTX",NULL
"STEELCLOUD","SCLD",NULL
"STEIN MART","SMRT",NULL
"STEINER LEISURE","STNR","0001018946"
"STELLENT","STEL",NULL
"STEMCELLS","STEM",NULL
"STERICYCLE","SRCL",NULL
"STERION","STEN",NULL
"STERLING BNCS II","SBIB",NULL
"STERLING FIN","SLFI",NULL
"STERLING FIN","STSA",NULL
"STET HELLAS ADS WI","STHLY",NULL
"STEVEN MADDEN","SHOO",NULL
"STEWART ENTER","STEI",NULL
"STH STRT FINCL","SSFC",NULL
"STHN EGY HOMES","SEHI",NULL
"STHN MISSOURI","SMBC",NULL
"STHN PAC PETR ADR","SPPTY",NULL
"STHRN CMNTY FINL","SCMF","0001159427"
"STHRN SEC LIFE","SSLI",NULL
"STHWEST BANC TX","SWBT",NULL
"STM WIRELESS STK A","STMI",NULL
"STOCKERYALE","STKR",NULL
"STOLT NIELSEN ADR","SNSA",NULL
"STOLT OFFSHORE ADR","SOSA",NULL
"STORAGENETWORKS","STOR",NULL
"STRAT DISTRIB","STRD",NULL
"STRATASYS","SSYS",NULL
"STRATEGIC DIAG","SDIX",NULL
"STRATEX NETWRKS","STXN",NULL
"STRATOS LIGHTWVE","STLW",NULL
"STRATTEC SEC","STRT",NULL
"STRATUS PROP","STRS",NULL
"STRAYER EDUC","STRA","0001013934"
"STREICHER MOBILE","FUEL",NULL
"STUDENT ADVTGE","STAD",NULL
"STURGIS BANCORP","STBI",NULL
"SUFFOLK BANC","SUBK",NULL
"SUMMA INDS","SUMX",NULL
"SUMMIT AMER TV","SATH",NULL
"SUMMIT BANK","SBGA",NULL
"SUMMIT BKSHR","SBIT",NULL
"SUMMIT FIN","SUMM",NULL
"SUN BANCORP","SNBC","0001017793"
"SUN BANCORP","SUBI",NULL
"SUN HYDRAULICS","SNHY","0001024795"
"SUN MICROSYS","SUNW",NULL
"SUNDAY COMMS ADR","SDAY",NULL
"SUNRISE TELECOM","SRTI",NULL
"SUNTRON","SUNN","0001160513"
"SUPER VISION STK A","SUPVA",NULL
"SUPERCON TECH","SCON",NULL
"SUPERGEN","SUPG",NULL
"SUPERIOR CONSUL","SUPC",NULL
"SUPERIOR FINL","SUFI",NULL
"SUPERTEX","SUPX",NULL
"SUPPORTSOFT","SPRT","0001104855"
"SUREBEAM","SURE",NULL
"SUREWEST COMMS","SURW",NULL
"SURMODICS","SRDX",NULL
"SUSQUEHANNA BANC","SUSQ",NULL
"SVB FINL SVCS","SVBF",NULL
"SW BANCORP","OKSB",NULL
"SWEDISH MATCH ADR","SWMAY",NULL
"SWIFT TRANSPORT","SWFT",NULL
"SWITCHBOARD","SWBD",NULL
"SYCAMORE NTWRKS","SCMR",NULL
"SYKES ENTERPRIS","SYKE","0001010612"
"SYLVAN INC","SYLN",NULL
"SYLVAN LEARING","SLVN",NULL
"SYMANTEC","SYMC",NULL
"SYMMETRICON","SYMM",NULL
"SYMPHONIX DVCS","SMPX",NULL
"SYMYX TECH","SMMX","0001095330"
"SYNAGRO TECH","SYGR",NULL
"SYNALLOY","SYNC",NULL
"SYNAPTIC PHARM","SNAP",NULL
"SYNAPTICS","SYNA",NULL
"SYNAVANT","SNVT",NULL
"SYNERGX SYS","SYNX",NULL
"SYNERGY BRANDS","SYBR",NULL
"SYNOPSYS","SNPS",NULL
"SYNOVIS LIFE","SYNO",NULL
"SYNPLICITY","SYNP","0001027362"
"SYNTEL","SYNT","0001040426"
"SYNTHETECH","NZYM",NULL
"SYNTROLEUM","SYNM","0001029023"
"SYPRIS SOLUTION","SYPR",NULL
"SYSTEMS & COMP","SCTC",NULL
"SYSTEMS & CP DEB","SCTCG",NULL
"T NETIX","TNTX",NULL
"T ROWE PRICE GP","TROW","0001113169"
"T-3 ENERGY SRVC","TTES",NULL
"T/R SYSTEMS","TRSI",NULL
"TAITRON COMP STK A","TAIT",NULL
"TAKE TWO","TTWO",NULL
"TALK AMER HLDGS","TALK",NULL
"TALX CORP","TALX",NULL
"TANDY BRANDS","TBAC",NULL
"TANNING TECH","TANN",NULL
"TANOX","TNOX","0001099414"
"TARANTELLA","TTLA",NULL
"TARG GENETICS","TGEN",NULL
"TARO PHARM INDS","TARO",NULL
"TARRAGON REALTY","TARR","0001038217"
"TARRANT APPAREL","TAGS",NULL
"TASER INTL","TASR","0001069183"
"TAT TECH","TATTF",NULL
"TAYLOR CAP GRP","TAYC","0001025536"
"TAYLOR DEVICES","TAYD",NULL
"TB WOODS","TBWC","0001000227"
"TBC","TBCC",NULL
"TC PIPELINES LP UN","TCLP","0001075607"
"TEAM AMERICA","TMOSE",NULL
"TEAM FINANCIAL","TFIN","0001082484"
"TEAMSTAFF","TSTFE",NULL
"TECH SOLUTIONS","TSCC",NULL
"TECHCL OLYMPICS","TOUS",NULL
"TECHDYNE","TCDN",NULL
"TECHNE","TECH",NULL
"TECHNOLOGY DATA","TECD",NULL
"TECHNOLOGY RSCH","TRCI",NULL
"TECHTEAM GLOBAL","TEAM",NULL
"TECNOMATIX TECH","TCNO",NULL
"TECUMSEH PRODS STK A","TECUA",NULL
"TECUMSEH PRODS STK B","TECUB",NULL
"TEGAL","TGAL",NULL
"TEKELEC","TKLC",NULL
"TEKNOWLEDGE","TEKC",NULL
"TELAXIS COMMS","TLXS",NULL
"TELE2 ADS A","TLTOA",NULL
"TELE2 ADS B","TLTOB",NULL
"TELECOMM SYSTEMS","TSYS","0001111665"
"TELEFONOS DE MEX ADR","TFONY",NULL
"TELENOR ADR","TELN",NULL
"TELESYS INTL","TIWI",NULL
"TELETECH HLDGS","TTEC","0001013880"
"TELEWEST COMM","TWSTY",NULL
"TELIASONERA ADR","TLSN",NULL
"TELIK","TELK","0001109196"
"TELLABS","TLAB",NULL
"TELLIUM","TELM",NULL
"TELULAR","WRLS",NULL
"TERAYON COMMS","TERN",NULL
"TERRA NETWORKS ADR","TRLY",NULL
"TESCO","TESOF",NULL
"TESMA INTL STK A","TSMA",NULL
"TESSCO TECH","TESS",NULL
"TEST SECURITY A","TESTA",NULL
"TEST SECURITY B","TESTB",NULL
"TEST SECURITY C","TESTC",NULL
"TETRA TECH INC","TTEK",NULL
"TEVA PHARM ADR","TEVA",NULL
"TEXAS BIOTECH","TXBI",NULL
"TEXAS UTD BANCSH","TXUI","0001169238"
"TF FINANCIAL","THRD",NULL
"TFC","TFCE",NULL
"THE 3D","THDO",NULL
"THE BANC","TBNC","0001065298"
"THE DWYER GP","DWYR",NULL
"THE FIRST YEARS","KIDD",NULL
"THE KEITH COS","TKCI",NULL
"THE MEDICINES","MDCO","0001113481"
"THE PANTRY","PTRY",NULL
"THE TRIZETTO GP","TZIX","0001092458"
"THERASENSE","THER",NULL
"THERMA WAVE","TWAV",NULL
"THERMOGENESIS","KOOL",NULL
"THESTREET COM","TSCM","0001080056"
"THIRD WAVE TECH","TWTI","0001120438"
"THISTLE GP HLDGS","THTL",NULL
"THORATEC","THOR",NULL
"THQ","THQI",NULL
"TIB FINL","TIBB","0001013796"
"TIBCO SOFTWARE","TIBX","0001085280"
"TICKETMASTER STK B","TMCS",NULL
"TICKETS COM","TIXX",NULL
"TIDEL TECHNOLOG","ATMSE",NULL
"TIER TECHNOLOGIE STK B","TIER",NULL
"TIERONE","TONE","0001170605"
"TII NTWRK TECHS","TIII",NULL
"TIMBERLAND BNCP","TSBK",NULL
"TIMBERLINE SFT","TMBS",NULL
"TIME WARNER TLC","TWTC","0001057758"
"TIPPINGPOINT","TPTI",NULL
"TIVO","TIVO",NULL
"TLC VISION","TLCV",NULL
"TMBR SHARP","TBDI",NULL
"TMP WORLDWIDE","TMPW",NULL
"TOLLGRADE COMM","TLGD","0001002531"
"TOP IMAGE SYS","TISA",NULL
"TOPPS","TOPP",NULL
"TOR MINERALS","TORM",NULL
"TORCH OFFSHORE","TORC",NULL
"TOREADOR RESCS","TRGL",NULL
"TOT ENTNMT REST","TENT",NULL
"TOWER FINL","TOFC","0001072847"
"TOWER SEMICOND","TSEM",NULL
"TRACK DATA","TRAC",NULL
"TRACTOR SUPPLY","TSCO",NULL
"TRADESTATION GRP","TRAD","0001111559"
"TRAFFIX","TRFX","0001000297"
"TRAILER BRIDGE","TRBR","0001039184"
"TRAMFORD INTL","TRFDF",NULL
"TRANS CORP AMER","TCAM",NULL
"TRANS GLOBAL INT ADR","TGBR",NULL
"TRANS INDUSTRIES","TRNI",NULL
"TRANS SYS ARCH","TSAI",NULL
"TRANS WORLD ENT","TWMC",NULL
"TRANSACT TECH","TACT","0001017303"
"TRANSCAT","TRNS",NULL
"TRANSCEND SERV","TRCR",NULL
"TRANSCOM WRLDWDE ADR A","TRCMA",NULL
"TRANSCOM WRLDWDE ADR B","TRCMB",NULL
"TRANSGENE SA ADR","TRGNY",NULL
"TRANSGENOMIC","TBIO","0001043961"
"TRANSKARYOTIC","TKTX",NULL
"TRANSMETA","TMTA","0001001193"
"TRANSWITCH","TXCC",NULL
"TRAVIS BOATS","TRVS",NULL
"TREND MICRO ADR","TMIC",NULL
"TRIAD GUARANTY","TGIC",NULL
"TRIANGLE PHARM","VIRS",NULL
"TRICO BANKSHRS","TCBK",NULL
"TRICO MARINE","TMAR",NULL
"TRIDENT MICROSYS","TRID",NULL
"TRIKON TECH","TRKN",NULL
"TRIMBLE NAVIGAT","TRMB",NULL
"TRIMERIS","TRMS",NULL
"TRINITY BIOTECH ADR","TRIB",NULL
"TRINTECH GROUP ADR","TTPA",NULL
"TRIPATH IMAGING","TPTH","0001041426"
"TRIPATH TECHNLGY","TRPH",NULL
"TRIPLE P NV","TPPP",NULL
"TRIPOS","TRPS",NULL
"TRIQUINT SEMI","TQNT",NULL
"TRM CORP","TRMM",NULL
"TROPICAL SPRTWR","TSIC",NULL
"TROVER SOLUTN","TROV",NULL
"TROY FINANCIAL","TRYF",NULL
"TRUST CO OF NJ","TCNJ",NULL
"TRUSTCO BANK","TRST",NULL
"TRUSTMARK","TRMK",NULL
"TSR","TSRI",NULL
"TTI TEAM TELECOM","TTIL",NULL
"TTM TECHNOLOGIES","TTMI","0001116942"
"TUESDAY MORNING","TUES",NULL
"TUFCO TECH","TFCO",NULL
"TULARIK","TLRK",NULL
"TUMBLEWEED","TWED",NULL
"TUMBLEWEED COMMS","TMWD","0001022509"
"TURBOCHEF TECH","TRBO",NULL
"TURNSTONE SYS","TSTN",NULL
"TUTS SYSTEMS","TUTS",NULL
"TVIA","TVIA",NULL
"TWEETER HOME ENT","TWTR",NULL
"TX REG BNCHSRS STK A","TRBS",NULL
"UBICS","UBIXE",NULL
"UBIQUITEL","UPCS",NULL
"UCBH HOLDINGS","UCBH","0001061580"
"UFP TECH","UFPT",NULL
"ULTICOM","ULCM",NULL
"ULTIMATE ELTR","ULTE",NULL
"ULTIMATE SOFTWR","ULTI",NULL
"ULTRALIFE BATTER","ULBI",NULL
"ULTRATECH STEP","UTEK",NULL
"UMB FINL","UMBF","0000101382"
"UMPQUA HLDGS","UMPQ","0001077771"
"UNIBANCORP","UBCP",NULL
"UNICO AMERICAN","UNAM","0000100716"
"UNIFAB INTL","UFABE",NULL
"UNILAB","ULAB",NULL
"UNION BANKSHARES","UBSH",NULL
"UNION COMM BNCP","UCBC",NULL
"UNION FINL BANC","UFBS",NULL
"UNIONBANCORP","UBCD","0001019650"
"UNITED BANCSHRS","UBOH","0001087456"
"UNITED BKSHS","UBSI",NULL
"UNITED BUSINESS ADR","UNEWY",NULL
"UNITED FIRE","UFCS","0000101199"
"UNITED HERITAGE","UHCP",NULL
"UNITED NATL BANC","UNBJ",NULL
"UNITED ONLINE","UNTD","0001142701"
"UNITED RETAIL","URGI",NULL
"UNITED STATIONER","USTR",NULL
"UNITEDGLOBAL","UCOMA",NULL
"UNITY BANCORP","UNTY",NULL
"UNIV AMER FINCL","UHCO",NULL
"UNIV AUTOMOTIVE","UVSL",NULL
"UNIV DISPLAY","PANL","0001005284"
"UNIV ELECTRONICS","UEIC","0000101984"
"UNIVERSAL FOREST","UFPI",NULL
"UNIVERSITY BNCP","UNIB",NULL
"UNIVRSL STNLSS","USAP",NULL
"UNIZAN FINL","UNIZ",NULL
"UNV PHOENIX ONLN TRK","UOPX",NULL
"UNVL ACCESS GLB","UAXS",NULL
"URBAN OUTFITTERS","URBN",NULL
"UROLOGIX","ULGX",NULL
"US CONCRETE","RMIX","0001073429"
"US ENERGY","USEG",NULL
"US ENERGY SYS","USEY",NULL
"US GLOBAL INV STK A","GROW",NULL
"US HOME & GARDEN","USHG",NULL
"US HOME SYSTEMS","USHS",NULL
"US LEC STK A","CLEC","0001054290"
"US LINE AND MIN","USLM",NULL
"US ONCOLOGY","USON",NULL
"US PHYSICAL","USPH",NULL
"US PLASTIC LMBR","USPL",NULL
"US SEARCH COM","SRCH",NULL
"US TRUCK","USAK",NULL
"US UNWIRED","UNWR",NULL
"US XPRESS ENT STK A","XPRSA",NULL
"USA INTERACTIV","USAI",NULL
"USANA HLTH SCI","USNA",NULL
"USDATA","USDC",NULL
"USFREIGHTWAYS","USFC",NULL
"USI HOLDINGS","USIH","0001102643"
"UTAH MED PROD","UTMD",NULL
"UTD AMER HEALTH","UAHC",NULL
"UTD CMNTY BNCP","UCBB",NULL
"UTD COMMUN FINL","UCFC",NULL
"UTD COMMUNITY BK","UCBI",NULL
"UTD FINANCIAL","UBMT","0001011309"
"UTD FINL HLDGS","UFHI",NULL
"UTD NATURAL FDS","UNFI",NULL
"UTD PANAM FINL","UPFC","0001049231"
"UTD SEC BNCSHRS","USBI",NULL
"UTD SEC BNCSHS","UBFO","0001137547"
"UTD SURGICAL PT","USPI","0001101723"
"UTD TENNESSEE","UTBI",NULL
"UTD THERAPEUT","UTHR","0001082554"
"UTI WORLDWIDE","UTIW",NULL
"UTSTARCOM","UTSI",NULL
"VA COMMERCE BNCP","VCBI","0001099305"
"VA SFTWRE CORP","LNUX",NULL
"VAIL BANKS","VAIL","0001035770"
"VALENCE TECH","VLNC",NULL
"VALENTIS","VLTS",NULL
"VALICERT","VLCT",NULL
"VALLEY FORGE","VLFG",NULL
"VALUE LINE","VALU",NULL
"VALUECLICK","VCLK","0001080034"
"VALUEVIS MEDIA STK A","VVTV",NULL
"VANS","VANS",NULL
"VARI LITE INTL","LITE",NULL
"VARIAGENICS","VGNX",NULL
"VARIAN","VARI",NULL
"VARIAN SEMI","VSEA",NULL
"VARIFLEX","VFLX",NULL
"VASCO DATA SECU","VDSI","0001044777"
"VASCULAR SOLU","VASC",NULL
"VASOMEDICAL","VASO",NULL
"VASTERA","VAST",NULL
"VAXGEN","VXGN",NULL
"VCA ANTECH","WOOF",NULL
"VCAMPUS","VCMP",NULL
"VEECO INSTRUM","VECO","0000103145"
"VELCRO STK F","VELCF",NULL
"VELOCITY EXPRES","VEXP",NULL
"VENTANA MED SYS","VMSI",NULL
"VENTIV HEALTH","VTIV","0001089473"
"VERILINK","VRLK",NULL
"VERINT SYSTEMS","VRNT",NULL
"VERISIGN","VRSN","0001014473"
"VERISITY","VRST",NULL
"VERITAS SOFTW","VRTS",NULL
"VERITY","VRTY",NULL
"VERSANT","VSNT",NULL
"VERSATA","VATA",NULL
"VERSICOR","VERS",NULL
"VERSO TECHNOLO","VRSO",NULL
"VERTEX PHARM","VRTX",NULL
"VERTICALNET","VERT","0001043946"
"VESTIN GROUP","VSTN",NULL
"VI TECHNOLOGIES","VITX",NULL
"VIA NET WORKS","VNWI",NULL
"VIASAT","VSAT",NULL
"VICAL","VICL",NULL
"VICOM","VICM",NULL
"VICTOR","VICR",NULL
"VIDEO DISPLAY","VIDE",NULL
"VIEWPOINT","VWPT",NULL
"VIGNETTE","VIGN","0001042185"
"VIISAGE TECH","VISG","0001018332"
"VILLAGE SUPERMKT STK A","VLGEA",NULL
"VINA TECHNOLGIES","VINA",NULL
"VION PHARMACEUT","VION",NULL
"VIRAGE","VRGE",NULL
"VIRAGE LOGIC","VIRL",NULL
"VIRBAC","VBAC",NULL
"VIRGINIA FINL","VFGI","0001036070"
"VIROLOGIC","VLGC",NULL
"VIROPHARMA","VPHM",NULL
"VIRYANET","VRYA",NULL
"VISION SCIENCES","VSCI",NULL
"VISTA MED TECH","VMTI",NULL
"VISTACARE","VSTA",NULL
"VISUAL DATA","VDAT",NULL
"VISUAL NETWORKS","VNWK",NULL
"VITAL IMAGES","VTAL",NULL
"VITAL SIGNS","VITL",NULL
"VITALWORKS","VWKS",NULL
"VITESSE SEMICON","VTSS",NULL
"VITRIA TECHNOLOG","VITR","0001050808"
"VIVUS","VVUS",NULL
"VIXEL","VIXL",NULL
"VNEYRD NATL BNCP","VNBC",NULL
"VOCALTEC","VOCL",NULL
"VODAVI TECH","VTEK",NULL
"VOLVO ADR","VOLVY",NULL
"VSE","VSEC","0000102752"
"VT TEDDY BEAR","BEAR",NULL
"VYYO","VYYO",NULL
"W D FORTY","WDFC",NULL
"W H ENERGY SVCS","WHES",NULL
"W HOLDING PR D","WBPRM",NULL
"WACOAL ADR","WACLY",NULL
"WAINWRIGHT BANK","WAIN",NULL
"WARWICK COMM BNC","WSBI",NULL
"WARWICK VLY TEL","WWVY","0000104777"
"WASHING FEDERAL","WFSL",NULL
"WASHINGTON BANKG","WBCO","0001058690"
"WASHINGTON TRUST","WASH",NULL
"WASTE IND USA","WWIN","0001125845"
"WATCHGUARD TECH","WGRD","0001062019"
"WATERS INSTR","WTRS",NULL
"WATERSIDE CAP","WSCC",NULL
"WAVE SYSTEMS STK A","WAVX",NULL
"WAVECOM ADR","WVCM",NULL
"WAYNE BANCORP","WNNB",NULL
"WAYNE SVGS BNCSH","WAYND",NULL
"WAYPOINT FINL","WYPT",NULL
"WEBEX COMMS","WEBX","0001109935"
"WEBFINANCIAL","WEFN",NULL
"WEBMD","HLTH","0001009575"
"WEBMETHODS","WEBM",NULL
"WEBSENSE","WBSN","0001098277"
"WEBSTER CITY","WCFB",NULL
"WEGENER","WGNR",NULL
"WELLS FINCL","WEFC",NULL
"WERNER ENTER","WERN",NULL
"WESBANCO","WSBC","0000203596"
"WESCAST INDS STK A","WCST",NULL
"WEST","WSTC",NULL
"WEST BANCORP","WTBA",NULL
"WEST COAST BNCP","WCBO",NULL
"WEST ESSEX BANCP","WEBK",NULL
"WEST MARINE","WMAR",NULL
"WESTAFF","WSTF",NULL
"WESTAIM","WEDX",NULL
"WESTAMERICA BANC","WABC","0000311094"
"WESTBANK","WBKC",NULL
"WESTELL TECH STK A","WSTL",NULL
"WESTERBEKE","WTBK",NULL
"WESTERN OHIO FIN","WOFC",NULL
"WESTERN SIERRA","WSBA","0001072688"
"WESTERN WIRE STK A","WWCA",NULL
"WET SEAL STK A","WTSLA",NULL
"WEYCO","WEYS","0000106532"
"WFS FINANCIAL","WFSI",NULL
"WGNB","WGNB","0001115568"
"WHITE ELECTRONIC","WEDC",NULL
"WHITNEY HOLDING","WTNY","0000106926"
"WHOLE FOODS","WFMI",NULL
"WICKES","WIKS",NULL
"WILD OATS MKT","OATS",NULL
"WILLIAMETTE VAL","WVVI",NULL
"WILLIAMS INDS","WMSI",NULL
"WILLIS LEASE FIN","WLFC",NULL
"WILLOW GROVE","WGBC",NULL
"WILSHIRE ST BK","WSBK","0001285224"
"WILSONS LEATHER","WLSN",NULL
"WILTEL COMM","WTEL",NULL
"WIND RIVER SYS","WIND",NULL
"WINFIELD CAP","WCAP",NULL
"WINMARK CORP","WINA",NULL
"WINMILL & CO STK A","WNMLA",NULL
"WINTRUST FINCL","WTFC","0001015328"
"WIRE ONE TECH","WONE",NULL
"WIRELESS FACIL","WFII",NULL
"WITNESS SYS","WITS","0001097338"
"WJ COMMUNICATIONS","WJCI","0000105006"
"WOLOHAN LUMBER","WLHN",NULL
"WOMEN FIRST","WFHC",NULL
"WOODHEAD INDS","WDHD",NULL
"WOODWARD GOVN","WGOV",NULL
"WORKFLOW MGMT","WORK",NULL
"WORKSTREAM","WSTM",NULL
"WORLD AIRWAYS","WLDAC",NULL
"WORLD CONTAINER","WRLD",NULL
"WORLDGATE COMMS","WGAT","0001030058"
"WORLDQUEST NET","WQNI",NULL
"WPP GROUP ADR","WPPGY",NULL
"WRIGHT MEDICAL","WMGI",NULL
"WRP","WRPC",NULL
"WSFS FINANCIAL","WSFS",NULL
"WSI INDUSTRIES","WSCI",NULL
"WVS FINANCIAL","WVFC",NULL
"WYNN RESORTS","WYNN","0001174922"
"X RITE","XRIT",NULL
"XATA","XATA",NULL
"XENOVA GROUP ADR","XNVA",NULL
"XETA TECH","XETA",NULL
"XICOR","XICO",NULL
"XILINX","XLNX",NULL
"XM SATELLITE","XMSR","0001091530"
"XOMA","XOMA",NULL
"XYBERNAUT","XYBR",NULL
"YADKIN VALLEY","YAVY",NULL
"YAHOO","YHOO","0001011006"
"YARDVILLE NATL","YANB",NULL
"YELLOW","YELL",NULL
"YOCREAM INTL","YOCM",NULL
"YORK WATER","YORW",NULL
"YOUBET COM","UBET",NULL
"YOUNG BROADCAST STK A","YBTVA",NULL
"YOUNG INNOVATION","YDNT",NULL
"Z SEVEN FUND","ZSEV",NULL
"Z TEL TECHS","ZTEL",NULL
"ZANETT","ZANE",NULL
"ZEBRA TECHS","ZBRA",NULL
"ZEVEX INTL","ZVXI",NULL
"ZI","ZICA",NULL
"ZILA","ZILA",NULL
"ZINDART ADR","ZNDT",NULL
"ZIONS","ZION","0000109380"
"ZIX","ZIXI",NULL
"ZOLL MEDICAL","ZOLL",NULL
"ZOLTEK COS","ZOLT",NULL
"ZOMAX","ZOMX","0001010788"
"ZONAGEN","ZONA",NULL
"ZONES INC","ZONS","0001013786"
"ZOOM TECHNOLOGIES","ZOOM",NULL
"ZORAN CORP","ZRAN","0001003022"
"ZYGO","ZIGO",NULL
"ZYMOGENETICS","ZGEN","0001129425"
"eXEGENICS","EXEG",NULL
"1838 BOND-DEB TRADE STK FD","BDF",NULL
"21ST CENTURY INS","TW","0000100331"
"3M","MMM",NULL
"4 KIDS ENTERTAIN","KDE",NULL
"7 ELEVEN","SE",NULL
"99 CENTS STORES","NDN",NULL
"A O SMITH","AOS",NULL
"AAR","AIR",NULL
"AARON RENTS STK A","RNT.A",NULL
"AARON RENTS STK B","RNT",NULL
"ABB LTD ADR","ABB",NULL
"ABBEY NATIONAL","SXA",NULL
"ABBEY NATIONAL 7.","SUD",NULL
"ABBEY NATIONAL DEB","SUA",NULL
"ABBOTT LABS","ABT",NULL
"ABERCROMBIE STK A","ANF",NULL
"ABERDEEN GLOBAL","FCO",NULL
"ABITIBI CONSOL","ABY",NULL
"ABM INDUSTRIES","ABM",NULL
"ABN AMRO ADR","ABN",NULL
"ACADIA REALTY","AKR",NULL
"ACCENTURE STK A","ACN",NULL
"ACE","ACE",NULL
"ACM GOVT OPPORT FD","AOF",NULL
"ACM INCOME FUND STK FD","ACG",NULL
"ACM MNG DOLLAR INC STK FD","ADF",NULL
"ACM MNG INCOME FD","AMF",NULL
"ACM MUNI SEC","AMU",NULL
"ACTION PERFORM","ATN",NULL
"ACTUANT CORP","ATU",NULL
"ACUITY BRANDS","AYI",NULL
"ADAMS EXPRESS","ADX",NULL
"ADECCO ADR","ADO",NULL
"ADMIN DE FONDOS ADR","PVD",NULL
"ADMINISTAFF","ASF","0001000753"
"ADOLPH COORS STK B","RKY","0000024545"
"ADV MICRO DEV","AMD","0000002488"
"ADV SEMICONDUCTR ADR","ASX",NULL
"ADVANCE AUTO","AAP","0001158449"
"ADVANTEST ADR","ATE",NULL
"ADVNCD MARKETING","MKT",NULL
"ADVNCD MED OPT","AVO",NULL
"ADVO","AD",NULL
"AEGON ADR","AEG",NULL
"AEROPOSTALE","ARO",NULL
"AES","AES",NULL
"AETNA","AET","0001122304"
"AETNA 8.5 SR NT FD","AEF",NULL
"AFFIL MANAGER GP","AMG","0001004434"
"AFFL COMPUTER","ACS",NULL
"AFLAC","AFL",NULL
"AG EDWARDS","AGE",NULL
"AG SERV AMER","ASV",NULL
"AGCO","AG",NULL
"AGERE SYSTEMS STK A","AGR.A",NULL
"AGERE SYSTEMS STK B","AGR.B",NULL
"AGILENT TECH","A","0001057436"
"AGL RESOURCES","ATG","0001004155"
"AGNICO EAGLE","AEM",NULL
"AGREE REALTY","ADC",NULL
"AGRIUM","AGU",NULL
"AHOLD ADR","AHO",NULL
"AIM SELECT REAL ESTATE INCOME ","RRE",NULL
"AIR PRODS & CHEM","APD",NULL
"AIRBORNE INC","ABF",NULL
"AIRGAS","ARG",NULL
"AIRNET SYSTEMS","ANS","0001011696"
"AIRTRAN HLDGS","AAI",NULL
"AK STEEL","AKS",NULL
"ALABAMA POWER","ALQ",NULL
"ALABAMA POWER NT STK B","ACA",NULL
"ALABAMA POWER SR NT DEB C","ABJ",NULL
"ALABAMA POWER STK A","ALZ",NULL
"ALAMO GROUP","ALG",NULL
"ALAMOSA HLDG","APS",NULL
"ALASKA AIRLINES","ALK",NULL
"ALBANY INTL","AIN",NULL
"ALBEMARLE","ALB",NULL
"ALBERTO CULVER STK A","ACV.A",NULL
"ALBERTO CULVER STK B","ACV",NULL
"ALBERTSONS","ABS",NULL
"ALCAN","AL",NULL
"ALCATEL ADR","ALA",NULL
"ALCOA","AA",NULL
"ALCON","ACL",NULL
"ALEXANDERS","ALX","0001040765"
"ALEXANDRIA RE EQ","ARE","0001035443"
"ALLEGHANY","Y",NULL
"ALLEGHENY ENERGY","AYE",NULL
"ALLEGHENY TECH","ATI","0001018963"
"ALLEN TELECOM","ALN",NULL
"ALLERGAN","AGN",NULL
"ALLETE","ALE",NULL
"ALLI ALL MKT ADV","AMO",NULL
"ALLIANCE CA FD","AKP",NULL
"ALLIANCE CAPITAL UN","AC","0001109448"
"ALLIANCE DATA","ADS","0001101215"
"ALLIANCE IMAGING","AIQ",NULL
"ALLIANCE NATL FD","AFB",NULL
"ALLIANCE NY STK FD","AYN",NULL
"ALLIANCE WORLD","AWF",NULL
"ALLIANCE WRLD DOLLAR GOVT STK ","AWG",NULL
"ALLIANT ENERGY","LNT","0000107832"
"ALLIANT TECHSYS","ATK",NULL
"ALLIANZ AKTIENGE ADR","AZ",NULL
