"name","symbol","CIK"
"STERICYCLE","SRCL","0000861878"
"STERION","STEN","0000350557"
"STERLING BNCS II","SBIB","0000891098"
"STERLING FIN","SLFI","0000811671"
"STERLING FIN","STSA","0000891106"
"STET HELLAS ADS WI","STHLY","1102432"
"STEVEN MADDEN","SHOO","0000913241"
"STEWART ENTER","STEI","0000878522"
"STH STRT FINCL","SSFC","0001014964"
"STHN EGY HOMES","SEHI","0000896397"
"STHN MISSOURI","SMBC","0000916907"
"STHN PAC PETR ADR","SPPTY","802127"
"STHRN CMNTY FINL","SCMF","0001159427"
"STHRN SEC LIFE","SSLI","109747"
"STHWEST BANC TX","SWBT","1027258"
"STM WIRELESS STK A","STMI","765414"
"STOCKERYALE","STKR","0000094538"
"STOLT NIELSEN ADR","SNSA","0000831980"
"STOLT OFFSHORE ADR","SOSA","898685"
"STORAGENETWORKS","STOR","1075658"
"STRAT DISTRIB","STRD","0000073822"
"STRATASYS","SSYS","0000915735"
"STRATEGIC DIAG","SDIX","0000911649"
"STRATEX NETWRKS","STXN","0000812703"
"STRATOS LIGHTWVE","STLW","0001111721"
"STRATTEC SEC","STRT","0000933034"
"STRATUS PROP","STRS","0000885508"
"STRAYER EDUC","STRA","0001013934"
"STREICHER MOBILE","FUEL","0001024452"
"STUDENT ADVTGE","STAD","1073508"
"STURGIS BANCORP","STBI","1166362"
"SUFFOLK BANC","SUBK","0000754673"
"SUMMA INDS","SUMX","0000062262"
"SUMMIT AMER TV","SATH","810029"
"SUMMIT BANK","SBGA","0000820067"
"SUMMIT BKSHR","SBIT","0000745344"
"SUMMIT FIN","SUMM","0000856223"
"SUN BANCORP","SNBC","0001017793"
"SUN BANCORP","SUBI","713975"
"SUN HYDRAULICS","SNHY","0001024795"
"SUN MICROSYS","SUNW","0000709519"
"SUNDAY COMMS ADR","SDAY","0001106952"
"SUNRISE TELECOM","SRTI","0000907152"
"SUNTRON","SUNN","0001160513"
"SUPER VISION STK A","SUPVA","917523"
"SUPERCON TECH","SCON","0000895665"
"SUPERGEN","SUPG","0000919722"
"SUPERIOR CONSUL","SUPC","1020999"
"SUPERIOR FINL","SUFI","1060770"
"SUPERTEX","SUPX","0000730000"
"SUPPORTSOFT","SPRT","0001104855"
"SUREBEAM","SURE","0001121309"
"SUREWEST COMMS","SURW","0000943117"
"SURMODICS","SRDX","0000924717"
"SUSQUEHANNA BANC","SUSQ","0000700863"
"SVB FINL SVCS","SVBF","1011698"
"SW BANCORP","OKSB","0000914374"
"SWEDISH MATCH ADR","SWMAY","1011218"
"SWIFT TRANSPORT","SWFT","0000863557"
"SWITCHBOARD","SWBD","1085223"
"SYCAMORE NTWRKS","SCMR","0001092367"
"SYKES ENTERPRIS","SYKE","0001010612"
"SYLVAN INC","SYLN","861291"
"SYLVAN LEARING","SLVN","912766"
"SYMANTEC","SYMC","0000849399"
"SYMMETRICON","SYMM","0000082628"
"SYMPHONIX DVCS","SMPX","0000930481"
"SYMYX TECH","SMMX","0001095330"
"SYNAGRO TECH","SYGR","0000895565"
"SYNALLOY","SYNC","0001020716"
"SYNAPTIC PHARM","SNAP","884939"
"SYNAPTICS","SYNA","0000817720"
"SYNAVANT","SNVT","0001116141"
"SYNERGX SYS","SYNX","0000823130"
"SYNERGY BRANDS","SYBR","0000870228"
"SYNOPSYS","SNPS","0000883241"
"SYNOVIS LIFE","SYNO","0000780127"
"SYNPLICITY","SYNP","0001027362"
"SYNTEL","SYNT","0001040426"
"SYNTHETECH","NZYM","0000749290"
"SYNTROLEUM","SYNM","0001029023"
"SYPRIS SOLUTION","SYPR","0000864240"
"SYSTEMS & COMP","SCTC","0000316618"
"SYSTEMS & CP DEB","SCTCG","316618"
"T NETIX","TNTX","929757"
"T ROWE PRICE GP","TROW","0001113169"
"T-3 ENERGY SRVC","TTES","0000879884"
"T/R SYSTEMS","TRSI","0001093902"
"TAITRON COMP STK A","TAIT","0000942126"
"TAKE TWO","TTWO","0000946581"
"TALK AMER HLDGS","TALK","0000948545"
"TALX CORP","TALX","0000917524"
"TANDY BRANDS","TBAC","0000869487"
"TANNING TECH","TANN","1086384"
"TANOX","TNOX","0001099414"
"TARANTELLA","TTLA","0000851560"
"TARG GENETICS","TGEN","0000921114"
"TARO PHARM INDS","TARO","906338"
"TARRAGON REALTY","TARR","0001038217"
"TARRANT APPAREL","TAGS","0000944948"
"TASER INTL","TASR","0001069183"
"TAT TECH","TATTF","0000808439"
"TAYLOR CAP GRP","TAYC","0001025536"
"TAYLOR DEVICES","TAYD","0000096536"
"TB WOODS","TBWC","0001000227"
"TBC","TBCC","0000718449"
"TC PIPELINES LP UN","TCLP","0001075607"
"TEAM AMERICA","TMOSE","860235"
"TEAM FINANCIAL","TFIN","0001082484"
"TEAMSTAFF","TSTFE","785557"
"TECH SOLUTIONS","TSCC","0000877645"
"TECHCL OLYMPICS","TOUS","1046578"
"TECHDYNE","TCDN","764039"
"TECHNE","TECH","0000842023"
"TECHNOLOGY DATA","TECD","0000790703"
"TECHNOLOGY RSCH","TRCI","0000741556"
"TECHTEAM GLOBAL","TEAM","0000805054"
"TECNOMATIX TECH","TCNO","0000895457"
"TECUMSEH PRODS STK A","TECUA","96831"
"TECUMSEH PRODS STK B","TECUB","0000096831"
"TEGAL","TGAL","0000931059"
"TEKELEC","TKLC","0000790705"
"TEKNOWLEDGE","TEKC","0000716214"
"TELAXIS COMMS","TLXS","712511"
"TELE2 ADS A","TLTOA","0001122535"
"TELE2 ADS B","TLTOB","0001122535"
"TELECOMM SYSTEMS","TSYS","0001111665"
"TELEFONOS DE MEX ADR","TFONY","866213"
"TELENOR ADR","TELN","0001126113"
"TELESYS INTL","TIWI","1045632"
"TELETECH HLDGS","TTEC","0001013880"
"TELEWEST COMM","TWSTY","949606"
"TELIASONERA ADR","TLSN","1169870"
"TELIK","TELK","0001109196"
"TELLABS","TLAB","0000317771"
"TELLIUM","TELM","1101680"
"TELULAR","WRLS","0000915324"
"TERAYON COMMS","TERN","0001052303"
"TERRA NETWORKS ADR","TRLY","1097636"
"TESCO","TESOF","1022705"
"TESMA INTL STK A","TSMA","944802"
"TESSCO TECH","TESS","0000927355"
"TEST SECURITY A","TESTA","94136"
"TEST SECURITY B","TESTB","94136"
"TEST SECURITY C","TESTC","94136"
"TETRA TECH INC","TTEK","0000831641"
"TEVA PHARM ADR","TEVA","0000818686"
"TEXAS BIOTECH","TXBI","0000887023"
"TEXAS UTD BANCSH","TXUI","0001169238"
"TF FINANCIAL","THRD","0000921051"
"TFC","TFCE","913958"
"THE 3D","THDO","898441"
"THE BANC","TBNC","0001065298"
"THE DWYER GP","DWYR","797502"
"THE FIRST YEARS","KIDD","55698"
"THE KEITH COS","TKCI","0001080922"
"THE MEDICINES","MDCO","0001113481"
"THE PANTRY","PTRY","0000915862"
"THE TRIZETTO GP","TZIX","0001092458"
"THERASENSE","THER","1073695"
"THERMA WAVE","TWAV","0000828119"
"THERMOGENESIS","KOOL","0000811212"
"THESTREET COM","TSCM","0001080056"
"THIRD WAVE TECH","TWTI","0001120438"
"THISTLE GP HLDGS","THTL","1058539"
"THORATEC","THOR","0000350907"
"THQ","THQI","0000865570"
"TIB FINL","TIBB","0001013796"
"TIBCO SOFTWARE","TIBX","0001085280"
"TICKETMASTER STK B","TMCS","1006637"
"TICKETS COM","TIXX","0001038083"
"TIDEL TECHNOLOG","ATMSE","842695"
"TIER TECHNOLOGIE STK B","TIER","0001045150"
"TIERONE","TONE","0001170605"
"TII NTWRK TECHS","TIII","0000277928"
"TIMBERLAND BNCP","TSBK","0001046050"
"TIMBERLINE SFT","TMBS","314436"
"TIME WARNER TLC","TWTC","0001057758"
"TIPPINGPOINT","TPTI","1097297"
"TIVO","TIVO","0001088825"
"TLC VISION","TLCV","0001010610"
"TMBR SHARP","TBDI","751288"
"TMP WORLDWIDE","TMPW","1020416"
"TOLLGRADE COMM","TLGD","0001002531"
"TOP IMAGE SYS","TISA","1021991"
"TOPPS","TOPP","0000812076"
"TOR MINERALS","TORM","0000842295"
"TORCH OFFSHORE","TORC","1129650"
"TOREADOR RESCS","TRGL","0000098720"
"TOT ENTNMT REST","TENT","1035374"
"TOWER FINL","TOFC","0001072847"
"TOWER SEMICOND","TSEM","0000928876"
"TRACK DATA","TRAC","0000922811"
"TRACTOR SUPPLY","TSCO","0000916365"
"TRADESTATION GRP","TRAD","0001111559"
"TRAFFIX","TRFX","0001000297"
"TRAILER BRIDGE","TRBR","0001039184"
"TRAMFORD INTL","TRFDF","1027454"
"TRANS CORP AMER","TCAM","0000809246"
"TRANS GLOBAL INT ADR","TGBR","312653"
"TRANS INDUSTRIES","TRNI","0000099102"
"TRANS SYS ARCH","TSAI","0000935036"
"TRANS WORLD ENT","TWMC","0000795212"
"TRANSACT TECH","TACT","0001017303"
"TRANSCAT","TRNS","0000099302"
"TRANSCEND SERV","TRCR","0000858452"
"TRANSCOM WRLDWDE ADR A","TRCMA","0001178996"
"TRANSCOM WRLDWDE ADR B","TRCMB","0001178996"
"TRANSGENE SA ADR","TRGNY","0001056910"
"TRANSGENOMIC","TBIO","0001043961"
"TRANSKARYOTIC","TKTX","0000885259"
"TRANSMETA","TMTA","0001001193"
"TRANSWITCH","TXCC","0000944739"
"TRAVIS BOATS","TRVS","1012734"
"TREND MICRO ADR","TMIC","0001089463"
"TRIAD GUARANTY","TGIC","0000911631"
"TRIANGLE PHARM","VIRS","1022622"
"TRICO BANKSHRS","TCBK","0000356171"
"TRICO MARINE","TMAR","921549"
"TRIDENT MICROSYS","TRID","0000859475"
"TRIKON TECH","TRKN","0000868326"
"TRIMBLE NAVIGAT","TRMB","0000864749"
"TRIMERIS","TRMS","0000911326"
"TRINITY BIOTECH ADR","TRIB","0000888721"
"TRINTECH GROUP ADR","TTPA","0001094316"
"TRIPATH IMAGING","TPTH","0001041426"
"TRIPATH TECHNLGY","TRPH","0001045739"
"TRIPLE P NV","TPPP","0001003471"
"TRIPOS","TRPS","0000920691"
"TRIQUINT SEMI","TQNT","0000913885"
"TRM CORP","TRMM","0000749254"
"TROPICAL SPRTWR","TSIC","1044324"
"TROVER SOLUTN","TROV","858629"
"TROY FINANCIAL","TRYF","1117045"
"TRUST CO OF NJ","TCNJ","901995"
"TRUSTCO BANK","TRST","0000357301"
"TRUSTMARK","TRMK","0000036146"
"TSR","TSRI","0000098338"
"TTI TEAM TELECOM","TTIL","0001026266"
"TTM TECHNOLOGIES","TTMI","0001116942"
"TUESDAY MORNING","TUES","0000878726"
"TUFCO TECH","TFCO","0000895329"
"TULARIK","TLRK","889057"
"TUMBLEWEED","TWED","1064535"
"TUMBLEWEED COMMS","TMWD","0001022509"
"TURBOCHEF TECH","TRBO","916545"
"TURNSTONE SYS","TSTN","0001054131"
"TUTS SYSTEMS","TUTS","0000878436"
"TVIA","TVIA","0001109279"
"TWEETER HOME ENT","TWTR","0001060390"
"TX REG BNCHSRS STK A","TRBS","0000787648"
"UBICS","UBIXE","1045445"
"UBIQUITEL","UPCS","0001108487"
"UCBH HOLDINGS","UCBH","0001061580"
"UFP TECH","UFPT","0000914156"
"ULTICOM","ULCM","0001103184"
"ULTIMATE ELTR","ULTE","911626"
"ULTIMATE SOFTWR","ULTI","0001016125"
"ULTRALIFE BATTER","ULBI","0000875657"
"ULTRATECH STEP","UTEK","0000909791"
"UMB FINL","UMBF","0000101382"
"UMPQUA HLDGS","UMPQ","0001077771"
"UNIBANCORP","UBCP","0000731653"
"UNICO AMERICAN","UNAM","0000100716"
"UNIFAB INTL","UFABE","101990"
"UNILAB","ULAB","0001264338"
"UNION BANKSHARES","UBSH","0000883948"
"UNION COMM BNCP","UCBC","0001046183"
"UNION FINL BANC","UFBS","926164"
"UNIONBANCORP","UBCD","0001019650"
"UNITED BANCSHRS","UBOH","0001087456"
"UNITED BKSHS","UBSI","0000729986"
"UNITED BUSINESS ADR","UNEWY","0001086043"
"UNITED FIRE","UFCS","0000101199"
"UNITED HERITAGE","UHCP","0000354567"
"UNITED NATL BANC","UNBJ","831959"
"UNITED ONLINE","UNTD","0001142701"
"UNITED RETAIL","URGI","0000881905"
"UNITED STATIONER","USTR","0000355999"
"UNITEDGLOBAL","UCOMA","1134061"
"UNITY BANCORP","UNTY","0000920427"
"UNIV AMER FINCL","UHCO","0000709878"
"UNIV AUTOMOTIVE","UVSL","931457"
"UNIV DISPLAY","PANL","0001005284"
"UNIV ELECTRONICS","UEIC","0000101984"
"UNIVERSAL FOREST","UFPI","0000912767"
"UNIVERSITY BNCP","UNIB","0000811211"
"UNIVRSL STNLSS","USAP","0000931584"
"UNIZAN FINL","UNIZ","0000746481"
"UNV PHOENIX ONLN TRK","UOPX","929887"
"UNVL ACCESS GLB","UAXS","1070699"
"URBAN OUTFITTERS","URBN","0000912615"
"UROLOGIX","ULGX","0000882873"
"US CONCRETE","RMIX","0001073429"
"US ENERGY","USEG","0000101594"
"US ENERGY SYS","USEY","0000351917"
"US GLOBAL INV STK A","GROW","0000101507"
"US HOME & GARDEN","USHG","879911"
"US HOME SYSTEMS","USHS","0000844789"
"US LEC STK A","CLEC","0001054290"
"US LINE AND MIN","USLM","0000082020"
"US ONCOLOGY","USON","943061"
"US PHYSICAL","USPH","0000885978"
"US PLASTIC LMBR","USPL","0001014851"
"US SEARCH COM","SRCH","1084226"
"US TRUCK","USAK","0000883945"
"US UNWIRED","UNWR","0001024149"
"US XPRESS ENT STK A","XPRSA","0000923571"
"USA INTERACTIV","USAI","891103"
"USANA HLTH SCI","USNA","0000896264"
"USDATA","USDC","0000943895"
"USFREIGHTWAYS","USFC","0000881791"
"USI HOLDINGS","USIH","0001102643"
"UTAH MED PROD","UTMD","0000706698"
"UTD AMER HEALTH","UAHC","0000867963"
"UTD CMNTY BNCP","UCBB","NULL"
"UTD COMMUN FINL","UCFC","0000707886"
"UTD COMMUNITY BK","UCBI","0000857855"
"UTD FINANCIAL","UBMT","0001011309"
"UTD FINL HLDGS","UFHI","1067207"
"UTD NATURAL FDS","UNFI","0001020859"
"UTD PANAM FINL","UPFC","0001049231"
"UTD SEC BNCSHRS","USBI","0000717806"
"UTD SEC BNCSHS","UBFO","0001137547"
"UTD SURGICAL PT","USPI","0001101723"
"UTD TENNESSEE","UTBI","1045689"
"UTD THERAPEUT","UTHR","0001082554"
"UTI WORLDWIDE","UTIW","0001124827"
"UTSTARCOM","UTSI","1030471"
"VA COMMERCE BNCP","VCBI","0001099305"
"VA SFTWRE CORP","LNUX","0001096199"
"VAIL BANKS","VAIL","0001035770"
"VALENCE TECH","VLNC","0000885551"
"VALENTIS","VLTS","0000932352"
"VALICERT","VLCT","1114040"
"VALLEY FORGE","VLFG","0000836429"
"VALUE LINE","VALU","0000717720"
"VALUECLICK","VCLK","0001080034"
"VALUEVIS MEDIA STK A","VVTV","0000870826"
"VANS","VANS","877273"
"VARI LITE INTL","LITE","1033491"
"VARIAGENICS","VGNX","1043082"
"VARIAN","VARI","0001079028"
"VARIAN SEMI","VSEA","0001079023"
"VARIFLEX","VFLX","921366"
"VASCO DATA SECU","VDSI","0001044777"
"VASCULAR SOLU","VASC","0001030206"
"VASOMEDICAL","VASO","0000839087"
"VASTERA","VAST","1075056"
"VAXGEN","VXGN","0001036968"
"VCA ANTECH","WOOF","0000817366"
"VCAMPUS","VCMP","0000943742"
"VEECO INSTRUM","VECO","0000103145"
"VELCRO STK F","VELCF","0000802100"
"VELOCITY EXPRES","VEXP","1002902"
"VENTANA MED SYS","VMSI","0000893160"
"VENTIV HEALTH","VTIV","0001089473"
"VERILINK","VRLK","0000774937"
"VERINT SYSTEMS","VRNT","0001166388"
"VERISIGN","VRSN","0001014473"
"VERISITY","VRST","0000933954"
"VERITAS SOFTW","VRTS","0001084408"
"VERITY","VRTY","0000949956"
"VERSANT","VSNT","0000865917"
"VERSATA","VATA","0001034397"
"VERSICOR","VERS","1109754"
"VERSO TECHNOLO","VRSO","0000797448"
"VERTEX PHARM","VRTX","0000875320"
"VERTICALNET","VERT","0001043946"
"VESTIN GROUP","VSTN","0001068132"
"VI TECHNOLOGIES","VITX","1040017"
"VIA NET WORKS","VNWI","0001098402"
"VIASAT","VSAT","0000797721"
"VICAL","VICL","0000819050"
"VICOM","VICM","732412"
"VICTOR","VICR","0000751978"
"VIDEO DISPLAY","VIDE","0000758743"
"VIEWPOINT","VWPT","0000919794"
"VIGNETTE","VIGN","0001042185"
"VIISAGE TECH","VISG","0001018332"
"VILLAGE SUPERMKT STK A","VLGEA","0000103595"
"VINA TECHNOLGIES","VINA","1113428"
"VION PHARMACEUT","VION","0000944522"
"VIRAGE","VRGE","1101147"
"VIRAGE LOGIC","VIRL","0001050776"
"VIRBAC","VBAC","0000922814"
"VIRGINIA FINL","VFGI","0001036070"
"VIROLOGIC","VLGC","1094961"
"VIROPHARMA","VPHM","0000946840"
"VIRYANET","VRYA","0001119744"
"VISION SCIENCES","VSCI","0000894237"
"VISTA MED TECH","VMTI","1035181"
"VISTACARE","VSTA","0000787030"
"VISUAL DATA","VDAT","919130"
"VISUAL NETWORKS","VNWK","0001000495"
"VITAL IMAGES","VTAL","0000912888"
"VITAL SIGNS","VITL","0000865846"
"VITALWORKS","VWKS","1028584"
"VITESSE SEMICON","VTSS","0000880446"
"VITRIA TECHNOLOG","VITR","0001050808"
"VIVUS","VVUS","0000881524"
"VIXEL","VIXL","1087955"
"VNEYRD NATL BNCP","VNBC","0000840256"
"VOCALTEC","VOCL","1005699"
"VODAVI TECH","VTEK","0000949491"
"VOLVO ADR","VOLVY","753762"
"VSE","VSEC","0000102752"
"VT TEDDY BEAR","BEAR","0000912960"
"VYYO","VYYO","0001104730"
"W D FORTY","WDFC","0000105132"
"W H ENERGY SVCS","WHES","1051034"
"W HOLDING PR D","WBPRM","1084887"
"WACOAL ADR","WACLY","0000104040"
"WAINWRIGHT BANK","WAIN","1281090"
"WARWICK COMM BNC","WSBI","1046209"
"WARWICK VLY TEL","WWVY","0000104777"
"WASHING FEDERAL","WFSL","0000936528"
"WASHINGTON BANKG","WBCO","0001058690"
"WASHINGTON TRUST","WASH","0000737468"
"WASTE IND USA","WWIN","0001125845"
"WATCHGUARD TECH","WGRD","0001062019"
"WATERS INSTR","WTRS","0000104987"
"WATERSIDE CAP","WSCC","924095"
"WAVE SYSTEMS STK A","WAVX","0000919013"
"WAVECOM ADR","WVCM","0001085763"
"WAYNE BANCORP","WNNB","788134"
"WAYNE SVGS BNCSH","WAYND","1036030"
"WAYPOINT FINL","WYPT","1034650"
"WEBEX COMMS","WEBX","0001109935"
"WEBFINANCIAL","WEFN","85149"
"WEBMD","HLTH","0001009575"
"WEBMETHODS","WEBM","0001035096"
"WEBSENSE","WBSN","0001098277"
"WEBSTER CITY","WCFB","1089830"
"WEGENER","WGNR","0000715073"
"WELLS FINCL","WEFC","934739"
"WERNER ENTER","WERN","0000793074"
"WESBANCO","WSBC","0000203596"
"WESCAST INDS STK A","WCST","0000928422"
"WEST","WSTC","0001024657"
"WEST BANCORP","WTBA","0001166928"
"WEST COAST BNCP","WCBO","0000717059"
"WEST ESSEX BANCP","WEBK","1063438"
"WEST MARINE","WMAR","0000912833"
"WESTAFF","WSTF","0000931911"
"WESTAIM","WEDX","0001108828"
"WESTAMERICA BANC","WABC","0000311094"
"WESTBANK","WBKC","0000742070"
"WESTELL TECH STK A","WSTL","0001002135"
"WESTERBEKE","WTBK","796502"
"WESTERN OHIO FIN","WOFC","920769"
"WESTERN SIERRA","WSBA","0001072688"
"WESTERN WIRE STK A","WWCA","930738"
"WET SEAL STK A","WTSLA","0000863456"
"WEYCO","WEYS","0000106532"
"WFS FINANCIAL","WFSI","0000946343"
"WGNB","WGNB","0001115568"
"WHITE ELECTRONIC","WEDC","0000013606"
"WHITNEY HOLDING","WTNY","0000106926"
"WHOLE FOODS","WFMI","0000865436"
"WICKES","WIKS","910620"
"WILD OATS MKT","OATS","0000909990"
"WILLIAMETTE VAL","WVVI","0000838875"
"WILLIAMS INDS","WMSI","0000107294"
"WILLIS LEASE FIN","WLFC","0001018164"
"WILLOW GROVE","WGBC","0001163428"
"WILSHIRE ST BK","WSBK","0001285224"
"WILSONS LEATHER","WLSN","0001016607"
"WILTEL COMM","WTEL","1195454"
"WIND RIVER SYS","WIND","0000833829"
"WINFIELD CAP","WCAP","936404"
"WINMARK CORP","WINA","0000908315"
"WINMILL & CO STK A","WNMLA","52234"
"WINTRUST FINCL","WTFC","0001015328"
"WIRE ONE TECH","WONE","746210"
"WIRELESS FACIL","WFII","0001069258"
"WITNESS SYS","WITS","0001097338"
"WJ COMMUNICATIONS","WJCI","0000105006"
"WOLOHAN LUMBER","WLHN","108079"
"WOMEN FIRST","WFHC","1081004"
"WOODHEAD INDS","WDHD","0000108215"
"WOODWARD GOVN","WGOV","0000108312"
"WORKFLOW MGMT","WORK","1055564"
"WORKSTREAM","WSTM","0001095266"
"WORLD AIRWAYS","WLDAC","949240"
"WORLD CONTAINER","WRLD","0000108385"
"WORLDGATE COMMS","WGAT","0001030058"
"WORLDQUEST NET","WQNI","0001089932"
"WPP GROUP ADR","WPPGY","806968"
"WRIGHT MEDICAL","WMGI","0001137861"
"WRP","WRPC","837038"
"WSFS FINANCIAL","WSFS","0000828944"
"WSI INDUSTRIES","WSCI","0000104897"
"WVS FINANCIAL","WVFC","0000910679"
"WYNN RESORTS","WYNN","0001174922"
"X RITE","XRIT","0000790818"
"XATA","XATA","0000854398"
"XENOVA GROUP ADR","XNVA","0000894770"
"XETA TECH","XETA","0000742550"
"XICOR","XICO","319191"
"XILINX","XLNX","0000743988"
"XM SATELLITE","XMSR","0001091530"
"XOMA","XOMA","0000791908"
"XYBERNAUT","XYBR","1013148"
"YADKIN VALLEY","YAVY","0001366367"
"YAHOO","YHOO","0001011006"
"YARDVILLE NATL","YANB","0000787849"
"YELLOW","YELL","716006"
"YOCREAM INTL","YOCM","0000821572"
"YORK WATER","YORW","0000108985"
"YOUBET COM","UBET","0000814055"
"YOUNG BROADCAST STK A","YBTVA","0000929144"
"YOUNG INNOVATION","YDNT","0000949874"
"Z SEVEN FUND","ZSEV","730476"
"Z TEL TECHS","ZTEL","1096509"
"ZANETT","ZANE","0001133872"
"ZEBRA TECHS","ZBRA","0000877212"
"ZEVEX INTL","ZVXI","0000827056"
"ZI","ZICA","0000922658"
"ZILA","ZILA","0000827156"
"ZINDART ADR","ZNDT","1028637"
"ZIONS","ZION","0000109380"
"ZIX","ZIXI","0000855612"
"ZOLL MEDICAL","ZOLL","0000887568"
"ZOLTEK COS","ZOLT","0000890923"
"ZOMAX","ZOMX","0001010788"
"ZONAGEN","ZONA","897075"
"ZONES INC","ZONS","0001013786"
"ZOOM TECHNOLOGIES","ZOOM","0000822708"
"ZORAN CORP","ZRAN","0001003022"
"ZYGO","ZIGO","0000730716"
"ZYMOGENETICS","ZGEN","0001129425"
"eXEGENICS","EXEG","0000944809"
"1838 BOND-DEB TRADE STK FD","BDF","30125"
"21ST CENTURY INS","TW","0000100331"
"3M","MMM","0000066740"
"4 KIDS ENTERTAIN","KDE","0000058592"
"7 ELEVEN","SE","0001373835"
"99 CENTS STORES","NDN","0001011290"
"A O SMITH","AOS","0000091142"
"AAR","AIR","0000001750"
"AARON RENTS STK A","RNT.A","706688"
"AARON RENTS STK B","RNT","0000706688"
"ABB LTD ADR","ABB","0001091587"
"ABBEY NATIONAL","SXA","0001087711"
"ABBEY NATIONAL 7.","SUD","1199839"
"ABBEY NATIONAL DEB","SUA","786156"
"ABBOTT LABS","ABT","0000001800"
"ABERCROMBIE STK A","ANF","0001018840"
"ABERDEEN GLOBAL","FCO","876717"
"ABITIBI CONSOL","ABY","0001039778"
"ABM INDUSTRIES","ABM","0000771497"
"ABN AMRO ADR","ABN","0001038727"
"ACADIA REALTY","AKR","0000899629"
"ACCENTURE STK A","ACN","0001134538"
"ACE","ACE","0000896159"
"ACM GOVT OPPORT FD","AOF","834933"
"ACM INCOME FUND STK FD","ACG","0000816754"
"ACM MNG DOLLAR INC STK FD","ADF","910524"
"ACM MNG INCOME FD","AMF","838133"
"ACM MUNI SEC","AMU","897513"
"ACTION PERFORM","ATN","0000892147"
"ACTUANT CORP","ATU","0000006955"
"ACUITY BRANDS","AYI","0001144215"
"ADAMS EXPRESS","ADX","0000002230"
"ADECCO ADR","ADO","0000931496"
"ADMIN DE FONDOS ADR","PVD","0000931588"
"ADMINISTAFF","ASF","0001000753"
"ADOLPH COORS STK B","RKY","0000024545"
"ADV MICRO DEV","AMD","0000002488"
"ADV SEMICONDUCTR ADR","ASX","0001122411"
"ADVANCE AUTO","AAP","0001158449"
"ADVANTEST ADR","ATE","0001158838"
"ADVNCD MARKETING","MKT","814580"
"ADVNCD MED OPT","AVO","0001168335"
"ADVO","AD","0000801622"
"AEGON ADR","AEG","0000769218"
"AEROPOSTALE","ARO","0001168213"
"AES","AES","0000874761"
"AETNA","AET","0001122304"
"AETNA 8.5 SR NT FD","AEF","105377"
"AFFIL MANAGER GP","AMG","0001004434"
"AFFL COMPUTER","ACS","0000002135"
"AFLAC","AFL","0000004977"
"AG EDWARDS","AGE","0000718482"
"AG SERV AMER","ASV","875354"
"AGCO","AG","0000880266"
"AGERE SYSTEMS STK A","AGR.A","1129446"
"AGERE SYSTEMS STK B","AGR.B","1129446"
"AGILENT TECH","A","0001057436"
"AGL RESOURCES","ATG","0001004155"
"AGNICO EAGLE","AEM","0000002809"
"AGREE REALTY","ADC","0000917251"
"AGRIUM","AGU","0000943003"
"AHOLD ADR","AHO","0001012854"
"AIM SELECT REAL ESTATE INCOME ","RRE","1168786"
"AIR PRODS & CHEM","APD","0000002969"
"AIRBORNE INC","ABF","3000"
"AIRGAS","ARG","0000804212"
"AIRNET SYSTEMS","ANS","0001011696"
"AIRTRAN HLDGS","AAI","0000948846"
"AK STEEL","AKS","0000918160"
"ALABAMA POWER","ALQ","0000003153"
"ALABAMA POWER NT STK B","ACA","0001304623"
"ALABAMA POWER SR NT DEB C","ABJ","1079649"
"ALABAMA POWER STK A","ALZ","0000003153"
"ALAMO GROUP","ALG","0000897077"
"ALAMOSA HLDG","APS","1382504"
"ALASKA AIRLINES","ALK","0000766421"
"ALBANY INTL","AIN","0000003303"
"ALBEMARLE","ALB","0000915913"
"ALBERTO CULVER STK A","ACV.A","1368457"
"ALBERTO CULVER STK B","ACV","0001368457"
"ALBERTSONS","ABS","0000003333"
"ALCAN","AL","0000004285"
"ALCATEL ADR","ALA","886125"
"ALCOA","AA","0000004281"
"ALCON","ACL","0001167379"
"ALEXANDERS","ALX","0001040765"
"ALEXANDRIA RE EQ","ARE","0001035443"
"ALLEGHANY","Y","0000775368"
"ALLEGHENY ENERGY","AYE","0000003673"
"ALLEGHENY TECH","ATI","0001018963"
"ALLEN TELECOM","ALN","3721"
"ALLERGAN","AGN","0000850693"
"ALLETE","ALE","0000066756"
"ALLI ALL MKT ADV","AMO","928609"
"ALLIANCE CA FD","AKP","1162028"
"ALLIANCE CAPITAL UN","AC","0001109448"
"ALLIANCE DATA","ADS","0001101215"
"ALLIANCE IMAGING","AIQ","0000817135"
"ALLIANCE NATL FD","AFB","1162027"
"ALLIANCE NY STK FD","AYN","1162030"
"ALLIANCE WORLD","AWF","906013"
"ALLIANCE WRLD DOLLAR GOVT STK ","AWG","890881"
"ALLIANT ENERGY","LNT","0000107832"
"ALLIANT TECHSYS","ATK","0000866121"
"ALLIANZ AKTIENGE ADR","AZ","0001127508"
"ALLIED CAPITAL","ALD","0000003906"
"ALLIED DOMECQ ADR","AED","769218"
"ALLIED IRISH BKS ADR","AIB","0000850364"
"ALLIED WASTE IND","AW","0000848865"
"ALLMERICA FINL","AFC","944695"
"ALLMERICA SEC TR","ALM","93730"
"ALLSTATE","ALL","0000899051"
"ALLTEL","AT","0000065873"
